region,brand,collection,price,cost,quantity_sold,sales_revenue,total_cost,gross_profit,year_quarter,year
Midwest,Jeffrey Alexander,Bordeaux,6.58,3.64,457,3007.06,1663.48,1343.58,2015-Q1,2015
Northwest,Elements,Arcadia,5.05,3.24,504,2545.2,1632.96,912.24,2015-Q1,2015
Northwest,Elements,Stanton,7.35,4.83,207,1521.45,999.81,521.64,2015-Q1,2015
Central,Jeffrey Alexander,Modena,7.81,4.95,98,765.38,485.1,280.28,2015-Q1,2015
Central,Elements,Gatsby,3.58,2.44,304,1088.32,741.76,346.56,2015-Q1,2015
Central,Elements,Drake,5.09,3.4,580,2952.2,1972,980.2,2015-Q1,2015
International,Jeffrey Alexander,Anwick,31.11,17.97,433,13470.63,7781.01,5689.62,2015-Q1,2015
Northwest,Elements,Belfast,8.1,5.07,886,7176.6,4492.02,2684.58,2015-Q1,2015
Midwest,Jeffrey Alexander,Rae,9.89,6.41,78,771.42,499.98,271.44,2015-Q1,2015
East coast,Jeffrey Alexander,Key Largo,11.43,6.78,137,1565.91,928.86,637.05,2015-Q1,2015
Central,Elements,Slade,4.35,2.75,808,3514.8,2222,1292.8,2015-Q1,2015
Central,Elements,Torino,2.67,1.74,398,1062.66,692.52,370.14,2015-Q1,2015
West,Jeffrey Alexander,Bremen,126,77.43,483,60858,37398.69,23459.31,2015-Q1,2015
South,Jeffrey Alexander,Kensington,13.53,8.15,838,11338.14,6829.7,4508.44,2015-Q1,2015
Central,Elements,Tempo,2.43,1.64,528,1283.04,865.92,417.12,2015-Q1,2015
Midwest,Jeffrey Alexander,Escutcheons,1.78,1.01,451,802.78,455.51,347.27,2015-Q1,2015
East coast,Jeffrey Alexander,Katharine,22.33,13.79,764,17060.12,10535.56,6524.56,2015-Q1,2015
East coast,Jeffrey Alexander,Tuscany,9.45,5.6,91,859.95,509.6,350.35,2015-Q1,2015
Central,Elements,Asher,8.55,5.98,242,2069.1,1447.16,621.94,2015-Q1,2015
East coast,Jeffrey Alexander,Zurich,13.03,8.11,853,11114.59,6917.83,4196.76,2015-Q1,2015
East coast,Elements,Edgefield,6.65,4.61,878,5838.7,4047.58,1791.12,2015-Q1,2015
Central,Elements,Lindos,4.15,2.62,812,3369.8,2127.44,1242.36,2015-Q1,2015
West,Jeffrey Alexander,Lafayette,14.99,8.33,289,4332.11,2407.37,1924.74,2015-Q1,2015
South,Elements,Brenton,9.45,6.31,454,4290.3,2864.74,1425.56,2015-Q1,2015
South,Jeffrey Alexander,Belcastel,7.13,4.52,77,549.01,348.04,200.97,2015-Q1,2015
Central,Elements,Lindos,4.15,2.58,96,398.4,247.68,150.72,2015-Q1,2015
West,Jeffrey Alexander,Milan,126,74.75,432,54432,32292,22140,2015-Q1,2015
East coast,Jeffrey Alexander,Hayworth,9.11,5.11,431,3926.41,2202.41,1724,2015-Q1,2015
Central,Elements,Luxe,5.09,3.5,936,4764.24,3276,1488.24,2015-Q1,2015
International,Jeffrey Alexander,Tiffany,29.25,17.23,336,9828,5789.28,4038.72,2015-Q1,2015
Central,Elements,Slade,4.35,2.74,908,3949.8,2487.92,1461.88,2015-Q1,2015
Central,Elements,Watervale,3.73,2.29,17,63.41,38.93,24.48,2015-Q1,2015
South,Jeffrey Alexander,Lyon,8.29,4.89,288,2387.52,1408.32,979.2,2015-Q1,2015
South,Jeffrey Alexander,Delgado,29.49,17.83,834,24594.66,14870.22,9724.44,2015-Q1,2015
Central,Elements,Calloway,7.25,4.6,552,4002,2539.2,1462.8,2015-Q1,2015
South,Jeffrey Alexander,Sonoma,5.39,3.05,790,4258.1,2409.5,1848.6,2015-Q1,2015
South,Jeffrey Alexander,Rhodes,5.68,3.2,641,3640.88,2051.2,1589.68,2015-Q1,2015
Northeast,Jeffrey Alexander,Tuscany,12.27,7.63,404,4957.08,3082.52,1874.56,2015-Q1,2015
International,Jeffrey Alexander,Durham,14.05,8.71,195,2739.75,1698.45,1041.3,2015-Q1,2015
Central,Elements,Slade,4.99,3.11,26,129.74,80.86,48.88,2015-Q1,2015
West,Jeffrey Alexander,Bremen,126,70.86,977,123102,69230.22,53871.78,2015-Q1,2015
South,Elements,Naples,9.95,6.19,189,1880.55,1169.91,710.64,2015-Q1,2015
Northwest,Jeffrey Alexander,Mirada,5.25,2.89,103,540.75,297.67,243.08,2015-Q1,2015
South,Elements,Aiden,0.7237,2.17,482,348.8234,1045.94,-697.1166,2015-Q1,2015
Central,Elements,Hammond,3.73,2.53,789,2942.97,1996.17,946.8,2015-Q1,2015
West,Elements,Strickland,9.53,6.51,601,5727.53,3912.51,1815.02,2015-Q1,2015
South,Elements,Lindos,4.87,3.1,29,141.23,89.9,51.33,2015-Q1,2015
Midwest,Elements,Verona,8.65,5.4,923,7983.95,4984.2,2999.75,2015-Q1,2015
East coast,Jeffrey Alexander,Leyton,16.59,10.58,285,4728.15,3015.3,1712.85,2015-Q1,2015
Midwest,Jeffrey Alexander,Chesapeake,8.45,5.09,101,853.45,514.09,339.36,2015-Q1,2015
Central,Jeffrey Alexander,Modena,136.25,88.5,150,20437.5,13275,7162.5,2015-Q1,2015
Central,Elements,Sedona,4.15,2.74,541,2245.15,1482.34,762.81,2015-Q1,2015
South,Jeffrey Alexander,Escutcheons,1.78,1.04,260,462.8,270.4,192.4,2015-Q1,2015
Northeast,Jeffrey Alexander,Padua,13.59,8.14,348,4729.32,2832.72,1896.6,2015-Q1,2015
South,Jeffrey Alexander,Belcastel,9.99,6.14,407,4065.93,2498.98,1566.95,2015-Q1,2015
Midwest,Jeffrey Alexander,Bremen,15.99,9.57,670,10713.3,6411.9,4301.4,2015-Q1,2015
South,Elements,Zachary,4.15,2.5,532,2207.8,1330,877.8,2015-Q1,2015
Northwest,Jeffrey Alexander,Ella,14.39,7.96,10,143.9,79.6,64.3,2015-Q1,2015
Central,Elements,Drake,4.79,3.01,306,1465.74,921.06,544.68,2015-Q1,2015
Central,Elements,Zachary,8.32,5.58,327,2720.64,1824.66,895.98,2015-Q1,2015
West,Elements,Gatsby,3.53,2.37,690,2435.7,1635.3,800.4,2015-Q1,2015
South,Jeffrey Alexander,Lille,17.65,11.15,329,5806.85,3668.35,2138.5,2015-Q1,2015
South,Elements,Edgefield,9.35,6.16,571,5338.85,3517.36,1821.49,2015-Q1,2015
Midwest,Elements,Stanton,10.25,6.48,635,6508.75,4114.8,2393.95,2015-Q1,2015
Central,Elements,Merryville,3.43,2.3,451,1546.93,1037.3,509.63,2015-Q1,2015
Northeast,Jeffrey Alexander,Bienville,13.39,7.67,569,7618.91,4364.23,3254.68,2015-Q1,2015
Midwest,Elements,Slade,5.68,3.83,964,5475.52,3692.12,1783.4,2015-Q1,2015
Central,Elements,Asher,8.55,5.94,810,6925.5,4811.4,2114.1,2015-Q1,2015
Northwest,Elements,Park,6.35,3.88,207,1314.45,803.16,511.29,2015-Q1,2015
Northeast,Elements,Calloway,3.53,2.14,151,533.03,323.14,209.89,2015-Q1,2015
East coast,Jeffrey Alexander,Ella,8.38,4.96,239,2002.82,1185.44,817.38,2015-Q1,2015
West,Jeffrey Alexander,Solana,21.75,12.39,560,12180,6938.4,5241.6,2015-Q1,2015
Central,Elements,Gatsby,2.28,1.42,302,688.56,428.84,259.72,2015-Q1,2015
Central,Elements,Calloway,3.53,2.14,322,1136.66,689.08,447.58,2015-Q1,2015
Northeast,Elements,Asher,9.98,6.89,671,6696.58,4623.19,2073.39,2015-Q1,2015
Central,Elements,Seaver,6.49,3.94,162,1051.38,638.28,413.1,2015-Q1,2015
East coast,Jeffrey Alexander,Regency,7.13,4.26,98,698.74,417.48,281.26,2015-Q1,2015
Central,Elements,Drake,4.79,2.9,611,2926.69,1771.9,1154.79,2015-Q1,2015
East coast,Jeffrey Alexander,Lafayette,14.99,9.52,884,13251.16,8415.68,4835.48,2015-Q1,2015
East coast,Elements,Madison,126,82.82,89,11214,7370.98,3843.02,2015-Q1,2015
Central,Elements,Kingsport,1.5,0.97,977,1465.5,947.69,517.81,2015-Q1,2015
Central,Elements,Edgefield,3.89,2.68,59,229.51,158.12,71.39,2015-Q1,2015
West,Jeffrey Alexander,Lafayette,10.35,6.69,727,7524.45,4863.63,2660.82,2015-Q1,2015
East coast,Jeffrey Alexander,Prestige,167.5,99.28,862,144385,85579.36,58805.64,2015-Q1,2015
Northeast,Elements,Brenton,9.45,5.78,187,1767.15,1080.86,686.29,2015-Q1,2015
East coast,Elements,Somerset,4.49,2.83,954,4283.46,2699.82,1583.64,2015-Q1,2015
Northwest,Elements,Park,7.27,4.41,283,2057.41,1248.03,809.38,2015-Q1,2015
Northwest,Jeffrey Alexander,Delmar,10.05,6.2,994,9989.7,6162.8,3826.9,2015-Q1,2015
Central,Elements,Zachary,8.32,5.4,184,1530.88,993.6,537.28,2015-Q1,2015
East coast,Elements,Sedona,6.75,4.34,131,884.25,568.54,315.71,2015-Q1,2015
Central,Elements,Zachary,8.32,5.58,489,4068.48,2728.62,1339.86,2015-Q1,2015
West,Jeffrey Alexander,Sutton,10.25,6.27,16,164,100.32,63.68,2015-Q1,2015
East coast,Jeffrey Alexander,Rae,160,95.09,193,30880,18352.37,12527.63,2015-Q1,2015
East coast,Jeffrey Alexander,Ella,21.35,12.45,190,4056.5,2365.5,1691,2015-Q1,2015
East coast,Jeffrey Alexander,Delmar,12.55,7.84,943,11834.65,7393.12,4441.53,2015-Q1,2015
East coast,Elements,Strickland,6.89,4.21,969,6676.41,4079.49,2596.92,2015-Q1,2015
South,Elements,Brenton,8.05,5.27,220,1771,1159.4,611.6,2015-Q1,2015
Midwest,Jeffrey Alexander,Rae,160,92.85,807,129120,74929.95,54190.05,2015-Q1,2015
Northwest,Jeffrey Alexander,Delmar,25.27,15.3,815,20595.05,12469.5,8125.55,2015-Q1,2015
Central,Elements,Slade,4.99,3.11,648,3233.52,2015.28,1218.24,2015-Q1,2015
South,Jeffrey Alexander,Maybeck,19.86,12.08,873,17337.78,10545.84,6791.94,2015-Q1,2015
Midwest,Elements,Belfast,8.45,5.91,1251,10570.95,7393.41,3177.54,2015-Q1,2015
South,Jeffrey Alexander,Venezia,14.99,8.28,47,704.53,389.16,315.37,2015-Q1,2015
Northwest,Elements,Brenton,10.35,6.57,521,5392.35,3422.97,1969.38,2015-Q1,2015
Midwest,Jeffrey Alexander,Durham,6.58,4.08,435,2862.3,1774.8,1087.5,2015-Q1,2015
International,Jeffrey Alexander,Ella,14.39,9.12,648,9324.72,5909.76,3414.96,2015-Q1,2015
Northwest,Elements,Brenton,10.35,6.66,828,8569.8,5514.48,3055.32,2015-Q1,2015
International,Jeffrey Alexander,Escutcheons,1.78,0.99,477,849.06,472.23,376.83,2015-Q1,2015
Central,Elements,Gatsby,2.67,1.86,760,2029.2,1413.6,615.6,2015-Q1,2015
Central,Elements,Kingsport,3.29,2.27,906,2980.74,2056.62,924.12,2015-Q1,2015
West,Jeffrey Alexander,Cordova,126,74.1,817,102942,60539.7,42402.3,2015-Q1,2015
Northwest,Jeffrey Alexander,Escutcheons,1.78,1,781,1390.18,781,609.18,2015-Q1,2015
Northwest,Jeffrey Alexander,Bremen,12.45,7.97,628,7818.6,5005.16,2813.44,2015-Q1,2015
Central,Elements,Stanton,24.59,15.14,194,4770.46,2937.16,1833.3,2015-Q1,2015
Midwest,Jeffrey Alexander,Valencia,8.65,5.04,236,2041.4,1189.44,851.96,2015-Q1,2015
West,Jeffrey Alexander,Bella,25.99,16.57,66,1715.34,1093.62,621.72,2015-Q1,2015
East coast,Jeffrey Alexander,Regan,6.35,3.54,33,209.55,116.82,92.73,2015-Q1,2015
South,Elements,Edgefield,6.65,4.25,130,864.5,552.5,312,2015-Q1,2015
East coast,Jeffrey Alexander,Modena,17.68,10.17,121,2139.28,1230.57,908.71,2015-Q1,2015
Central,Elements,Cosgrove,8.48,5.54,424,3595.52,2348.96,1246.56,2015-Q1,2015
Northwest,Elements,Madison,3.45,2.08,795,2742.75,1653.6,1089.15,2015-Q1,2015
Central,Elements,Kingsport,2.67,1.61,538,1436.46,866.18,570.28,2015-Q1,2015
Midwest,Jeffrey Alexander,Escutcheons,1.78,1.13,844,1502.32,953.72,548.6,2015-Q1,2015
Central,Elements,Merryville,3.43,2.31,768,2634.24,1774.08,860.16,2015-Q1,2015
Central,Elements,Belfast,8.45,5.88,215,1816.75,1264.2,552.55,2015-Q1,2015
South,Jeffrey Alexander,Leyton,13.99,8.94,482,6743.18,4309.08,2434.1,2015-Q1,2015
West,Elements,Torino,2.85,1.86,423,1205.55,786.78,418.77,2015-Q1,2015
Midwest,Jeffrey Alexander,Hayworth,21.58,12.18,305,6581.9,3714.9,2867,2015-Q1,2015
Midwest,Jeffrey Alexander,Annadale,9.68,5.54,242,2342.56,1340.68,1001.88,2015-Q1,2015
Midwest,Elements,Westbury,3.71,2.31,442,1639.82,1021.02,618.8,2015-Q1,2015
West,Elements,Geneva,2.39,1.52,161,384.79,244.72,140.07,2015-Q1,2015
Northeast,Jeffrey Alexander,Delgado,136.25,82.12,529,72076.25,43441.48,28634.77,2015-Q1,2015
Central,Elements,Stanton,10.25,6.97,316,3239,2202.52,1036.48,2015-Q1,2015
Central,Jeffrey Alexander,Callie,10.98,6.77,34,373.32,230.18,143.14,2015-Q1,2015
East coast,Elements,Slade,4.35,2.75,659,2866.65,1812.25,1054.4,2015-Q1,2015
South,Jeffrey Alexander,Belcastel,6.95,4.3,548,3808.6,2356.4,1452.2,2015-Q1,2015
South,Jeffrey Alexander,Tiffany,25.55,14.1,449,11471.95,6330.9,5141.05,2015-Q1,2015
South,Jeffrey Alexander,Marlo,21.05,13.05,20,421,261,160,2015-Q1,2015
Central,Elements,Belfast,7.35,4.97,65,477.75,323.05,154.7,2015-Q1,2015
Central,Elements,Geneva,4.55,2.89,913,4154.15,2638.57,1515.58,2015-Q1,2015
West,Jeffrey Alexander,Tahoe,14.55,8.44,456,6634.8,3848.64,2786.16,2015-Q1,2015
East coast,Jeffrey Alexander,Backplates,8.79,5.6,136,1195.44,761.6,433.84,2015-Q1,2015
Central,Elements,Drake,4.79,3.05,560,2682.4,1708,974.4,2015-Q1,2015
West,Elements,Naples,16.99,11.16,168,2854.32,1874.88,979.44,2015-Q1,2015
Central,Elements,Gatsby,2.15,1.29,499,1072.85,643.71,429.14,2015-Q1,2015
West,Jeffrey Alexander,Sonoma,12.86,8.05,904,11625.44,7277.2,4348.24,2015-Q1,2015
West,Jeffrey Alexander,Delmar,10.05,6.44,690,6934.5,4443.6,2490.9,2015-Q1,2015
South,Jeffrey Alexander,Cordova,15.79,9.12,501,7910.79,4569.12,3341.67,2015-Q1,2015
East coast,Elements,Naples,9.15,6.09,687,6286.05,4183.83,2102.22,2015-Q1,2015
Northwest,Jeffrey Alexander,Belcastel,126,73.08,465,58590,33982.2,24607.8,2015-Q1,2015
South,Jeffrey Alexander,Aberdeen,29.38,17.62,765,22475.7,13479.3,8996.4,2015-Q1,2015
Central,Elements,Lindos,3.83,2.45,128,490.24,313.6,176.64,2015-Q1,2015
East coast,Jeffrey Alexander,Lenoir,6.2,3.96,413,2560.6,1635.48,925.12,2015-Q1,2015
Central,Elements,Merryville,4.15,2.8,866,3593.9,2424.8,1169.1,2015-Q1,2015
Central,Elements,Stanton,24.59,15.14,140,3442.6,2119.6,1323,2015-Q1,2015
Central,Elements,Park,6.35,4.08,921,5848.35,3757.68,2090.67,2015-Q1,2015
Midwest,Elements,Florence,5.21,3.2,295,1536.95,944,592.95,2015-Q1,2015
Central,Elements,Madison,3.89,2.54,542,2108.38,1376.68,731.7,2015-Q1,2015
Central,Elements,Geneva,5.2,3.28,620,3224,2033.6,1190.4,2015-Q1,2015
Central,Elements,Glendale,4.65,3.25,310,1441.5,1007.5,434,2015-Q1,2015
Northeast,Jeffrey Alexander,Anwick,8.89,5.52,766,6809.74,4228.32,2581.42,2015-Q1,2015
West,Jeffrey Alexander,Delgado,167.5,107.62,166,27805,17864.92,9940.08,2015-Q1,2015
Northeast,Jeffrey Alexander,Regency,7.13,4.15,567,4042.71,2353.05,1689.66,2015-Q1,2015
Central,Jeffrey Alexander,Lille,22.75,14.03,501,11397.75,7029.03,4368.72,2015-Q1,2015
Central,Elements,Geneva,2.39,1.47,469,1120.91,689.43,431.48,2015-Q1,2015
South,Elements,Edgefield,14.79,9.55,925,13680.75,8833.75,4847,2015-Q1,2015
South,Jeffrey Alexander,Regency,7.13,4.15,633,4513.29,2626.95,1886.34,2015-Q1,2015
Central,Elements,Palisade,3.73,2.46,554,2066.42,1362.84,703.58,2015-Q1,2015
East coast,Jeffrey Alexander,West,45.4,29.24,646,29328.4,18889.04,10439.36,2015-Q1,2015
South,Jeffrey Alexander,Bienville,9.39,5.6,731,6864.09,4093.6,2770.49,2015-Q1,2015
Northeast,Jeffrey Alexander,Prestige,14.14,9.08,917,12966.38,8326.36,4640.02,2015-Q1,2015
Midwest,Jeffrey Alexander,Milan,8.71,5.06,1039,9049.69,5257.34,3792.35,2015-Q1,2015
Midwest,Jeffrey Alexander,Delmar,25.27,15.51,371,9375.17,5754.21,3620.96,2015-Q1,2015
East coast,Jeffrey Alexander,Maybeck,11.29,6.22,553,6243.37,3439.66,2803.71,2015-Q1,2015
South,Jeffrey Alexander,Solana,15.79,8.8,816,12884.64,7180.8,5703.84,2015-Q1,2015
Northeast,Jeffrey Alexander,Callie,13.2,8.48,366,4831.2,3103.68,1727.52,2015-Q1,2015
East coast,Elements,Zachary,8.32,5.65,83,690.56,468.95,221.61,2015-Q1,2015
East coast,Jeffrey Alexander,Harlow,16.05,9.83,292,4686.6,2870.36,1816.24,2015-Q1,2015
West,Elements,Cypress,2.5,1.5,982,2455,1473,982,2015-Q1,2015
East coast,Jeffrey Alexander,Lille,12.05,7.3,66,795.3,481.8,313.5,2015-Q1,2015
South,Jeffrey Alexander,Milan,12.25,7.91,738,9040.5,5837.58,3202.92,2015-Q1,2015
Midwest,Jeffrey Alexander,Lenoir,6.2,3.93,410,2542,1611.3,930.7,2015-Q1,2015
South,Elements,Stanton,7.35,4.72,882,6482.7,4163.04,2319.66,2015-Q1,2015
East coast,Jeffrey Alexander,Duval,16.11,10.09,758,12211.38,7648.22,4563.16,2015-Q1,2015
Central,Jeffrey Alexander,Duval,11.65,6.88,380,4427,2614.4,1812.6,2015-Q1,2015
Central,Elements,Madison,3.89,2.33,965,3753.85,2248.45,1505.4,2015-Q1,2015
Northeast,Elements,Palisade,3.43,2.25,74,253.82,166.5,87.32,2015-Q1,2015
Central,Elements,Hadley,6.35,4.16,831,5276.85,3456.96,1819.89,2015-Q1,2015
West,Elements,Aiden,1.8459,5.41,422,778.9698,2283.02,-1504.0502,2015-Q1,2015
Central,Elements,Naples,9.19,6.17,512,4705.28,3159.04,1546.24,2015-Q1,2015
East coast,Jeffrey Alexander,Durham,14.05,8.05,898,12616.9,7228.9,5388,2015-Q1,2015
Midwest,Elements,Gatsby,2.15,1.29,855,1838.25,1102.95,735.3,2015-Q1,2015
South,Jeffrey Alexander,Grande,28.09,17.02,272,7640.48,4629.44,3011.04,2015-Q1,2015
Central,Elements,Merryville,3.43,2.26,649,2226.07,1466.74,759.33,2015-Q1,2015
East coast,Jeffrey Alexander,Rhodes,15.59,9.61,413,6438.67,3968.93,2469.74,2015-Q1,2015
East coast,Jeffrey Alexander,Amsden,19.86,11.23,828,16444.08,9298.44,7145.64,2015-Q1,2015
East coast,Elements,Luxe,3.11,2.14,458,1424.38,980.12,444.26,2015-Q1,2015
Central,Jeffrey Alexander,Ella,17.68,10.44,32,565.76,334.08,231.68,2015-Q1,2015
East coast,Jeffrey Alexander,Marlo,136.25,84.68,388,52865,32855.84,20009.16,2015-Q1,2015
East coast,Jeffrey Alexander,Harlow,23.39,13.62,267,6245.13,3636.54,2608.59,2015-Q1,2015
East coast,Elements,Watervale,3.73,2.52,338,1260.74,851.76,408.98,2015-Q1,2015
Midwest,Jeffrey Alexander,Annadale,9.68,5.6,452,4375.36,2531.2,1844.16,2015-Q1,2015
Central,Elements,Calloway,6.95,4.17,845,5872.75,3523.65,2349.1,2015-Q1,2015
Midwest,Jeffrey Alexander,Backplates,5.09,3.11,543,2763.87,1688.73,1075.14,2015-Q1,2015
West,Elements,Gatsby,2.28,1.42,730,1664.4,1036.6,627.8,2015-Q1,2015
Northwest,Jeffrey Alexander,Tiffany,10.71,6.13,198,2120.58,1213.74,906.84,2015-Q1,2015
East coast,Elements,Gatsby,2.15,1.34,248,533.2,332.32,200.88,2015-Q1,2015
International,Jeffrey Alexander,Lille,14.79,8.89,591,8740.89,5253.99,3486.9,2015-Q1,2015
Northwest,Jeffrey Alexander,Odessa,17.05,10.62,189,3222.45,2007.18,1215.27,2015-Q1,2015
East coast,Elements,Seaver,3.89,2.37,274,1065.86,649.38,416.48,2015-Q1,2015
Midwest,Jeffrey Alexander,Delgado,167.5,100.16,709,118757.5,71013.44,47744.06,2015-Q1,2015
Midwest,Jeffrey Alexander,Regency,7.13,4.42,630,4491.9,2784.6,1707.3,2015-Q1,2015
International,Jeffrey Alexander,Tiffany,22.11,14.07,81,1790.91,1139.67,651.24,2015-Q1,2015
East coast,Elements,Florence,6.83,4.73,826,5641.58,3906.98,1734.6,2015-Q1,2015
Central,Elements,Lindos,12.98,8.46,661,8579.78,5592.06,2987.72,2015-Q1,2015
West,Jeffrey Alexander,Lille,22.75,14.38,545,12398.75,7837.1,4561.65,2015-Q1,2015
South,Jeffrey Alexander,Cordova,7.05,4.3,76,535.8,326.8,209,2015-Q1,2015
Northeast,Elements,Brenton,6.2,4.31,853,5288.6,3676.43,1612.17,2015-Q1,2015
West,Jeffrey Alexander,Alvar,9.35,5.81,119,1112.65,691.39,421.26,2015-Q1,2015
Central,Elements,Belfast,8.1,5.49,191,1547.1,1048.59,498.51,2015-Q1,2015
Central,Elements,Stanton,11.73,7.93,674,7906.02,5344.82,2561.2,2015-Q1,2015
West,Elements,Strickland,6.11,4.22,140,855.4,590.8,264.6,2015-Q1,2015
West,Jeffrey Alexander,Lafayette,19.63,11.2,517,10148.71,5790.4,4358.31,2015-Q1,2015
Central,Elements,Brenton,6.2,4.16,111,688.2,461.76,226.44,2015-Q1,2015
Central,Elements,Hadly,7.27,4.54,322,2340.94,1461.88,879.06,2015-Q1,2015
South,Jeffrey Alexander,Durham,5.25,3.18,641,3365.25,2038.38,1326.87,2015-Q1,2015
West,Elements,Naples,3.63,2.27,722,2620.86,1638.94,981.92,2015-Q1,2015
Central,Elements,Seaver,6.49,4.04,729,4731.21,2945.16,1786.05,2015-Q1,2015
Central,Elements,Slade,6.58,4.01,469,3086.02,1880.69,1205.33,2015-Q1,2015
West,Elements,Cypress,3.19,1.95,780,2488.2,1521,967.2,2015-Q1,2015
Northwest,Jeffrey Alexander,Hudson,13.83,8.66,917,12682.11,7941.22,4740.89,2015-Q1,2015
West,Elements,Kingsport,3.29,2.2,998,3283.42,2195.6,1087.82,2015-Q1,2015
West,Jeffrey Alexander,Evangeline,13.31,7.82,975,12977.25,7624.5,5352.75,2015-Q1,2015
Midwest,Jeffrey Alexander,Harlow,14.99,9.03,681,10208.19,6149.43,4058.76,2015-Q1,2015
Northeast,Jeffrey Alexander,Cordova,3.89,2.29,242,941.38,554.18,387.2,2015-Q1,2015
West,Jeffrey Alexander,Odessa,13.31,7.52,364,4844.84,2737.28,2107.56,2015-Q1,2015
International,Jeffrey Alexander,Tuscany,15.79,10.1,939,14826.81,9483.9,5342.91,2015-Q1,2015
Central,Elements,Aiden,1.8459,5.2,680,1255.212,3536,-2280.788,2015-Q1,2015
East coast,Jeffrey Alexander,Montclair,18.87,10.61,828,15624.36,8785.08,6839.28,2015-Q1,2015
Central,Elements,Drake,4.79,2.9,957,4584.03,2775.3,1808.73,2015-Q1,2015
West,Elements,Cypress,3.58,2.5,232,830.56,580,250.56,2015-Q1,2015
East coast,Jeffrey Alexander,Evangeline,13.31,7.82,966,12857.46,7554.12,5303.34,2015-Q1,2015
Central,Elements,Gatsby,3.58,2.18,966,3458.28,2105.88,1352.4,2015-Q1,2015
Central,Elements,Stanton,18.29,11.51,80,1463.2,920.8,542.4,2015-Q1,2015
East coast,Elements,Edgefield,17.85,11.5,723,12905.55,8314.5,4591.05,2015-Q1,2015
East coast,Jeffrey Alexander,Tahoe,14.55,8.44,916,13327.8,7731.04,5596.76,2015-Q1,2015
International,Jeffrey Alexander,Cairo,8.85,5.09,835,7389.75,4250.15,3139.6,2015-Q1,2015
East coast,Jeffrey Alexander,Lenoir,5.25,3.09,949,4982.25,2932.41,2049.84,2015-Q1,2015
West,Jeffrey Alexander,Katharine,22.33,12.73,250,5582.5,3182.5,2400,2015-Q1,2015
West,Jeffrey Alexander,Sutton,14.89,9.54,289,4303.21,2757.06,1546.15,2015-Q1,2015
West,Jeffrey Alexander,Anwick,10.91,6.9,456,4974.96,3146.4,1828.56,2015-Q1,2015
South,Elements,Vienna,3.58,2.16,89,318.62,192.24,126.38,2015-Q1,2015
Midwest,Jeffrey Alexander,Venezia,14.99,9.17,1161,17403.39,10646.37,6757.02,2015-Q1,2015
East coast,Jeffrey Alexander,Hudson,126,71.99,768,96768,55288.32,41479.68,2015-Q1,2015
South,Jeffrey Alexander,Belcastel,11.65,7.25,893,10403.45,6474.25,3929.2,2015-Q1,2015
Midwest,Jeffrey Alexander,Valencia,8.65,5.25,686,5933.9,3601.5,2332.4,2015-Q1,2015
South,Jeffrey Alexander,Glenmore,10.6,5.88,216,2289.6,1270.08,1019.52,2015-Q1,2015
South,Jeffrey Alexander,Chesapeake,12.86,7.97,538,6918.68,4287.86,2630.82,2015-Q1,2015
Central,Elements,Verona,5.68,3.88,541,3072.88,2099.08,973.8,2015-Q1,2015
Central,Elements,Madison,126,80.3,324,40824,26017.2,14806.8,2015-Q1,2015
West,Elements,Cosgrove,3.58,2.49,415,1485.7,1033.35,452.35,2015-Q1,2015
Central,Elements,Edgefield,6.65,4.4,774,5147.1,3405.6,1741.5,2015-Q1,2015
Central,Elements,Arcadia,5.05,3.35,159,802.95,532.65,270.3,2015-Q1,2015
West,Jeffrey Alexander,Durham,5.25,3.39,662,3475.5,2244.18,1231.32,2015-Q1,2015
East coast,Elements,Calloway,6.55,4.42,131,858.05,579.02,279.03,2015-Q1,2015
South,Jeffrey Alexander,Ella,21.35,13.1,757,16161.95,9916.7,6245.25,2015-Q1,2015
Central,Elements,Torino,1.78,1.13,890,1584.2,1005.7,578.5,2015-Q1,2015
East coast,Jeffrey Alexander,Callie,13.2,7.96,297,3920.4,2364.12,1556.28,2015-Q1,2015
Central,Elements,Geneva,2.39,1.66,957,2287.23,1588.62,698.61,2015-Q1,2015
Midwest,Jeffrey Alexander,Zane,14.79,9.13,1213,17940.27,11074.69,6865.58,2015-Q1,2015
East coast,Jeffrey Alexander,Tuscany,15.79,9.01,510,8052.9,4595.1,3457.8,2015-Q1,2015
Central,Elements,Gatsby,3.53,2.22,728,2569.84,1616.16,953.68,2015-Q1,2015
Northwest,Jeffrey Alexander,Durham,15.99,9.63,895,14311.05,8618.85,5692.2,2015-Q1,2015
South,Elements,Strickland,9.53,5.8,51,486.03,295.8,190.23,2015-Q1,2015
Central,Jeffrey Alexander,Delmar,32.59,20.38,748,24377.32,15244.24,9133.08,2015-Q1,2015
Midwest,Jeffrey Alexander,Lille,10.53,6.69,118,1242.54,789.42,453.12,2015-Q1,2015
West,Elements,Torino,2.85,1.91,607,1729.95,1159.37,570.58,2015-Q1,2015
South,Jeffrey Alexander,Ella,136.25,77.22,498,67852.5,38455.56,29396.94,2015-Q1,2015
Northeast,Elements,Madison,3.89,2.36,391,1520.99,922.76,598.23,2015-Q1,2015
Central,Elements,Calloway,4.73,3.05,712,3367.76,2171.6,1196.16,2015-Q1,2015
